,title,director,cast,country,date_added_netflix,release_year,rating,duration,listed_in,description,rotten_rate,netflix,hulu,prime,disney,date_added_amazon,date_added_hulu,date_added_disney
3070,The Beckoning Silence,Louise Osmond,"Joe Simpson, Toni Kurz, Andreas Hinterstoisser, Willy Angerer, Edi Ranier, Steven Mackintosh",No Data,1970-01-01,2007,13+,73 min,Documentary,The climber Joe Simpson was 25 when he had an accident that nearly killed him. He wrote a book - Touching the Void - about his extraordinary battle to survive. Now he is going back to the mountain that first him inspired to climb. To tell a story that has haunted him since he was a boy.,59,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3071,The Beastmaster,Don Coscarelli,"Marc Singer, Tanya Roberts",No Data,1970-01-01,1982,13+,118 min,"Action, Fantasy, Science Fiction","Marc Singer and Tanya Roberts in a sword-and-sorcery fantasy about a young man's search for revenge. Armed with supernatural powers, the handsome hero and his animal allies wage war against marauding forces.",64,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3072,The Basket,Rich Cowan,"Peter Coyote, Karen Allen, Robert Burke",No Data,1970-01-01,2000,PG,105 min,"Drama, Sports","A picturesque Pacific Northwest community raising its wheat and children in the midst of a nation reeling from World War I sets the stage for The Basket. In a time of pain and prejudice woven against a background of beauty, The Basket ultimately points to triumph and hope in a changing America.",44,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3073,The Ash Lad: In Search of the Golden Castle,Mikkel Brænne Sandemose,"Vebjørn Enger, Eili Harboe, Mads Sjøgård Pettersen, Elias Holmen Sørensen",No Data,1970-01-01,2019,13+,98 min,"Action, Science Fiction","When the King and Queen are poisoned, brothers Per and Pål are arrested as suspects. Younger brother Espen ""The Ash Lad"" and Princess Kristin set out on a quest to find the mythical Soria Moria castle, said to be built of pure gold and contain the Water of Life, which can cure Kristin's parents. If they fail, it will spell the end for the brothers, the kingdom, and perhaps the entire world.",54,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3074,The Art of War II: Betrayal,Josef Rusnak,"Wesley Snipes, Lochlyn Munro, Athena Karkanis, Pascale Hutton, Olivia Cheng, Jill Morrison, Rachel Hayward, Ryan McDonald, Lisa Marie Caruk",No Data,1970-01-01,2008,R,103 min,"Action, Suspense",Agent Neil Shaw is called out of retirement and finds himself in the midst of a plot to assassinate several leading Senators with himself set-up to take the rap for a recent killing.,50,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3075,The African Queen,John Huston,"Humphrey Bogart, Katharine Hepburn, Robert Morley, Peter Bull",No Data,1970-01-01,1952,13+,105 min,"Adventure, Drama, Military and War","In Africa during WW1, a gin-swilling riverboat owner/captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",75,0,0,1,0,1970-01-01,2021-04-01,1970-01-01
3076,The 36th Chamber of Shaolin,Liu Chia-liang,"Gordon Liu Chia-hui, Wang Yu, Lo Lieh, Liu Chia-yung, Hsu Shao-chiang",No Data,1970-01-01,1978,R,112 min,"Action, Adventure","This internationally renowned, award-winning, trailblazing masterpiece broke all the rules (and box-office records). The legendary director's charismatic adoptive brother stars as an anti-Ching rebel who learns what it truly takes to be a martial arts master, chamber by challenging chamber...",68,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3077,That Uncertain Feeling,Ernst Lubitsc,"Merle Oberon, Melvyn Douglas, Burgess Meredith, Alan Mowbray, Olive Blakeney, Harry Davenport, Sig Rumann, Eve Arden",No Data,1970-01-01,1941,PG,94 min,Comedy,"Six years into their marriage, Jill Baker (Oberson) contracts a case of recurring hiccups. Her busy husband Larry (Douglas) sends Jill to Freudian psychologist Vengard and he concludes that the hiccups are caused by her marital problems. When Jill meets hilarious but highly neurotic concert pianist Sebastian (Meredith) in the doctor's waiting room, she decides to begin a relationship with Sebastian and file for divorce. Larry, still in love with Jill, initially agrees, but the separation doesn't last long and they reunite after a multitude of hilarious hijinks. Meredith steals the film.",54,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3078,Thappad,Anubhav Sushila Sinha,"Gracy Bitin Goswami, Manju Gupta, Sandeep Yadav, Ratna Pathak Shah, Naila Grewal, Maya Sarao, Ankur Rathee, Geetika Vidya, Taapsee Pannu, Sushil Dahiya, Rohan Khurana, Purenendu Bhattacharya, Kumud Mishra, Dr. Anil Rastogi, Santanu Ghatak, Dia Mirza, Tanvi Azmi, Harshh A. Singh, Ram Kapoor, Pavail Gulati, Bhavesh Babani, Manav Kaul, Siddhant Mahesh Karnick, Niddhi Uttam",No Data,1970-01-01,2020,13+,142 min,Drama,Thappad is a story of Amrita whose seemingly perfect life is shattered when her husband slaps her once in a party. But is one slap enough to question what a relationship stands for?,82,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3079,Terrordactyl,"Don Bitters, Geoff Reisner","Jason Tobias, Candice Nunes, Christopher Jennings, Bianca Haase, Jack E. Curenton",No Data,1970-01-01,2016,18+,98 min,Science Fiction,"When a meteor shower rains down outside Los Angeles, Jonas and Lars head out to find a meteor and strike it rich. After recovering one, they start being stalked by terrordactyls, flying reptiles that launch a full-on assault on the city. Trying to survive, they go on the run with Candice, a bartender; Valerie, her sultry roommate; and Sampson, a brash ex-marine.",43,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3080,Tennessee Queer,Earl Goshorn,"Christian Walker, Billie Worley, Jim Eikner",No Data,1970-01-01,2014,16+,90 min,"Comedy, Drama, LGBTQ","Religion, politics and gay pride clash in a small Tennessee town when out, proud and living in New York Jason Potts returns home to make life better for the LGBT teenagers.",40,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3081,Templar Nation,Brian Vance,"Erik Estrada, Richard Dutcher, Joseph James, Cristina Segovia, Todd Frost, Natalie Paige WillisonSegovia,  Todd Frost,  Natalie Paige Willison",No Data,1970-01-01,2013,13+,84 min,"Adventure, Drama","After an archaeologist and his students excavate a Templar Knight's tomb, they are thrown into the middle of an ancient blood feud. They must either follow the Templar's ancient path or face destruction at the hands of a dark league of assassin.",35,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3083,Swing Hostess,Sam Newfield,"Martha Tilton, Claire Rochelle, Harry Holman, Terry Frost, Charles Collins, Earle Bruce, Betty Brodel, Iris Adrian",No Data,1970-01-01,1944,13+,74 min,"Arts, Entertainment, and Culture, Drama","Unemployed aspiring swing-band singer Judy Alvin (Tilton) is unable to get a job with another band, and is instead hired as a switchboard operator at a new juke box company. The company sells unique art-deco style juke boxes where the pictured operator is phoned at the push of a button by the customer, and who then acts as a DJ to play requested records. In a plot similar to ""Singin' in the Rain,"" the evil Phoebe Forbes (Brodel), who can't sing, passes off Judy's lovely singing voice as her own and gains fame for it. Later, Judy falls in love with handsome bandleader Benny Jackson (Collins), who hires her on as his featured singer, which ends up exposing Phoebe as a fraud. Great comic relief is provided by Judy's roommate Marge O'Day (Adrian).",41,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3084,Super Size Me 2: Holy Chicken!,Morgan Spurlock,Morgan Spurlock,United States,1970-01-01,2019,PG-13,103 min,"Comedy, Documentary, Special Interest",Muckraking filmmaker Morgan Spurlock reignites his battle with the food industry - this time with Big Chicken - as he opens his own fast food restaurant.,60,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3085,Super Size Me,Morgan Spurlock,Morgan Spurlock,United States,1970-01-01,2004,PG-13,99 min,Special Interest,"Winner at Sundance, director Morgan Spurlock's social experiment in fast-food gastronomy sees him attempting to subsist uniquely on food from the McDonald's menu for an entire month. In the process his weight balloons, his energy level plummets and he experiences all sorts of unexpected – and terrifying – side effects.",72,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3086,Sunshine State,John Sayles,"Angela Bassett, Mary Steenburgen, Edie Falco, Timothy Hutton, Miguel Ferrer, Marc Blucas, Bill Cobbs, Jane Alexander, Ralph Waite, Richard Edson",No Data,2021-06-09,2002,PG-13,141 min,"Arthouse, Drama, Romance","A woman (Angela Bassett) and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development.",56,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3087,Sundown Saunders,Robert N. Bradbury,"Bob Steele, Marie Burton, Ed Cassidy, Charles King, Milburn Morante, Earl Dwire, Jack Rockwell, Edmund Cobb",No Data,1970-01-01,1935,PG,70 min,Western,"Sundown Saunders (Steele) wins a ranch on a prime piece of property, but when he arrives there with his friend Smokey, he finds Dad Preston and his daughter Bess already living on the ranch. The Prestons are close to buying the ranch from Taggart, a criminal posing an an offical Federal land agent. Taggart shoots Mace, one of his own men, pinning the act on Sundown. Taggart ambushes Dad Preston to retrieve the fake deed and plans to rob the bank. Mace tells the Sheriff before he dies that Sundown didn't shoot him and of the robbery plans. A posse is formed leading to a final exciting showdown.",39,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3088,Sundown,Henry Hathaway,"Bruce Cabot, Gene Tierney, George Sanders, Cedric Hardwicke, Harry Carey",No Data,1970-01-01,1941,7+,90 min,"Drama, Military and War","In Africa, during World War II, British major Coombescannot abide the local Arab population, and has even less time for district commissioner Crawford, who has befriended the natives.",49,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3089,Sufiyum Sujatayum,Naranippuzha Shanavas,"Jayasurya, Aditi Rao Hydari, Dev Mohan, Siddique, Mamukoya, Harish Kanaran, Kalaranjini",No Data,1970-01-01,2020,13+,123 min,"Drama, Romance",Dr. Rajeev (Jayasurya) and his wife SUJATA (Aditi rao hydari) come from Dubai to participate in the last rituals of Sujata's friend and ex love affair who was a Sufi. The events which happen when they land in the village forms the rest of the plot.,43,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3090,Student of the Year 2,Punit Malhotra,"Tiger Shroff, Tara Sutaria, Ananya Panday",India,1970-01-01,2019,13+,146 min,"Drama, International","Rohan (Tiger Shroff) is a student, athlete from a mediocre Pishorilal Chamandas College. He dreams of becoming the Student of the Year one day. His life takes a turn, when he gets accepted to St. Teresa College, encounters his rival Manav & has the beautiful Shreya and Mia who begin to fall for him. Their life gets tangled through competition, failure, manipulation and heartbreaks.",36,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3091,Striking Range,Daniel Millican,"Lou Diamond Phillips, Yancy Butler",No Data,1970-01-01,2006,R,96 min,"Action, Suspense","Ted Billings (Glenn Morshower) is a corrupt businessman in need of protection. His security chief, Emily (Yancy Butler), recommends her former lover Vash (Lou Diamond Phillips), an experienced mercenary with an arsenal of weapons he's itching to use.",42,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3092,Strange Wilderness,Fred Wolf,"Steve Zahn, Allen Covert, Jonah Hill, Kevin Heffernan, Ashley Scott, Peter Dante, Harry Hamlin, Robert Patrick, Joe Don Baker, Blake Clark, Justin Long, Jeff Garlin, Ernest Borgnine, Jake Abel, Oliver Hudson",No Data,1970-01-01,2008,R,85 min,"Action, Young Adult Audience","With the ratings dropping for a wilderness-themed television show, two animal fans go to the Andes Mountains in search of Bigfoot.comed",59,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3093,Storm Boy,Shawn Seet,"Jai Courtney, Geoffrey Rush, Finn Little, Trevor Jamieson, Morgan Davies, Eric Thomson, Natasha Wanganeen, Luca Sardelis, Michelle Nightingale",No Data,1970-01-01,2019,PG,99 min,"Drama, Faith and Spirituality, Kids","When Michael Kingley, a successful retired businessman starts to see images from his past that he can't explain, he's forced to remember his childhood and how, as a boy, he rescued and raised an extraordinary orphaned pelican, Mr Percival. Based on the classic Australian novel. Earned the coveted DOVE Seal of Approval.",59,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3094,Stop Making Sense,Jonathan Demme,"David Byrne, Chris Frantz, Jerry Harrison, Tina Weymouth",No Data,1970-01-01,1984,7+,88 min,"Documentary, Music Videos and Concerts",Stop Making Sense is director Jonathan Demme's remarkable concert film that captures the enormous energy and joyous highs of the Talking Heads live performance.,72,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3095,Stitches,Conor McMahon,"Ross Noble, Tommy Knight",No Data,1970-01-01,2012,R,86 min,"Comedy, Horror","In this deliriously twisted slasher comedy, vile and foul-mouthed hired clown Stitches meets an untimely end thanks to a party prank gone horribly - and hilariously - awry. Years later, he returns from the grave, ready for revenge...",59,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3097,Stick Man,"Jeroen Jaspaert, Daniel Snaddon","Martin Freeman, Jennifer Saunders, Russell Tovey, Hugh Bonneville, Rob Brydon, Sally Hawkins",United Kingdom,2021-07-01,2015,ALL,27 min,"Adventure, Animation, Kids","A half-hour animation based on the much-loved children's picture book by Julia Donaldson and Axel Scheffler. Stick Man tells the tale of a happy-go-lucky father's epic adventure across the seasons as he runs from a playful dog, gets thrown in a river, escapes from a swan's nest and even ends up on top of a fire. Will he get back to his family in time for Christmas?",60,0,0,1,0,1970-01-01,2021-07-01,1970-01-01
3098,Steve Byrne: The Byrne Identity,Manny Rodriguez,Steve Byrne,No Data,1970-01-01,2010,18+,73 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Steve Byrne has established himself as one of the premier stand-up comedians of his generation.,46,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
3099,Steep,Mark Obenhaus,"Bill Briggs, Stefano De Benedetti, Eric Pehota",No Data,1970-01-01,2007,13+,90 min,"Documentary, Sports","The world's best skiers go beyond their wildest dreams to conquer the steepest runs ever faced. Fantastically beautiful images, along with devastating avalanches and fatal spills only serve to push them harder - higher – and faster.",48,0,0,1,0,1970-01-01,2021-03-01,1970-01-01
3101,"Stallone: Frank, That Is",Derek Wayne Johnson,"Frank Stallone, Sylvester Stallone, Billy Dee Williams, Joe Mantegna, Talia Shire, Billy Zane, Geraldo Rivera, Danny Aiello, Burt Young, Frankie Avalon",No Data,2021-06-02,2021,7+,73 min,Documentary,"An inside look into the fascinating life, career and survival of the most unknown famous entertainer in Hollywood. Frank Stallone has seen and done it all. But, who is Frank Stallone? You know the name, now discover the Grammy and Golden Globe nominated singer, songwriter, musician and actor who has been entertaining audiences for over fifty years, all the while living in a giant shadow.",50,0,0,1,0,1970-01-01,1970-01-01,1970-01-01
